participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.q_gender,player.q_age,player.q_area,player.q_education,player.q_device,player.big5_1,player.big5_2,player.big5_3,player.big5_4,player.big5_5,player.big5_6,player.big5_7,player.big5_IMC,player.big5_8,player.big5_9,player.big5_10,player.Gaiko,player.Kyocho,player.Kinben,player.Shinkei,player.Kaiho,player.inboron1,player.inboron2,player.inboron3,player.inboron4,player.inboron5,player.inboron6,player.inboron7,player.inboron8,player.inboron9,player.inboron10,player.inboron11,player.inboron12,player.inboronIMC,player.inboron13,player.inboron14,player.inboron15,player.inboron16,player.crt_bat,player.crt_widget,player.crt_lake,player.crt_DQS,player.crt_rank,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
11,8idff5as,x10012,0,8,8,finish,FinishPage,00:46.7,1,,,0,11,,0,0,2,2,4,0,4,6,5,4,6,3,3,5,5,3,3,,,,,,2,4,3,3,2,2,2,4,3,4,4,5,4,3,3,4,2,10,5,47,8,15,1,1,gzsc72gk,,,,,0
12,fcfno84c,x10017,0,8,8,finish,FinishPage,00:46.7,1,,,0,12,,0,1,4,2,4,0,5,2,4,3,3,4,5,5,2,5,4,,,,,,2,3,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,5,5,47,27,29,1,1,gzsc72gk,,,,,0
13,9xqemlre,x10013,0,8,8,finish,FinishPage,00:47.3,1,,,0,13,,0,0,2,3,4,0,3,4,5,3,4,6,3,5,4,6,3,,,,,,4,3,4,2,4,3,3,1,2,1,2,3,4,2,3,3,4,10,500,24,27,30,1,1,gzsc72gk,,,,,0
14,r5blwas8,x10048,0,8,8,finish,FinishPage,00:47.6,1,,,0,14,,0,0,2,4,4,2,2,3,4,5,4,5,5,5,5,4,6,,,,,,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,5,5,47,27,31,1,1,gzsc72gk,,,,,0
15,05fbg4bw,x10009,0,8,8,finish,FinishPage,00:47.9,1,,,0,15,,0,1,5,4,1,2,4,6,2,6,5,3,5,5,5,2,3,,,,,,3,3,4,3,3,3,3,4,4,4,3,3,4,2,3,4,4,5,5,47,27,29,1,1,gzsc72gk,,,,,0
16,vbwccaj8,x10026,0,8,8,finish,FinishPage,00:48.4,1,,,0,16,,0,0,4,3,5,0,2,1,5,2,2,5,4,5,2,6,4,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,10,5,47,27,29,1,1,gzsc72gk,,,,,0
17,zdsmt3d5,x10015,0,8,8,finish,FinishPage,00:48.4,1,,,0,17,,0,0,4,4,4,1,2,6,1,6,4,4,2,5,6,2,4,,,,,,1,2,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,5,5,47,27,29,1,1,gzsc72gk,,,,,0
18,3p6xwtkw,x10035,0,8,8,finish,FinishPage,00:49.0,1,,,0,18,,0,0,4,2,4,0,1,5,2,7,4,4,3,5,6,2,6,,,,,,1,1,3,1,1,1,1,3,4,2,1,1,4,1,1,4,1,5,5,24,27,29,1,1,gzsc72gk,,,,,0
19,v7mdsocd,x10021,0,8,8,finish,FinishPage,00:49.1,1,,,0,19,,0,0,6,4,5,0,3,2,5,2,6,4,6,5,4,5,1,,,,,,2,2,2,2,2,2,2,3,3,2,2,2,4,2,2,3,2,5,5,47,27,29,1,1,gzsc72gk,,,,,0
20,f5qjlx61,x10050,0,4,8,basic,BigFivePage,00:49.5,1,,,0,20,,0,1,4,7,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,gzsc72gk,,,,,0
21,8ztzhu5k,x10057,0,8,8,finish,FinishPage,00:49.9,1,,,0,21,,0,1,3,2,1,2,2,3,3,4,4,5,5,5,4,4,5,,,,,,2,2,2,2,2,2,2,2,3,2,2,2,4,3,2,2,2,10,2024,24,27,29,1,1,gzsc72gk,,,,,0
22,f3eudiqs,x10034,0,1,8,introduction,IntroductionPage,00:50.1,1,,,0,22,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,gzsc72gk,,,,,0
23,l2aws2po,x10002,0,8,8,finish,FinishPage,00:50.1,1,,,0,23,,0,1,4,4,1,0,1,5,3,7,5,7,5,5,6,4,2,,,,,,1,1,2,1,2,1,1,2,2,1,1,1,4,3,2,2,2,5,5,47,27,29,1,1,gzsc72gk,,,,,0
24,wmj5gra3,x10044,0,8,8,finish,FinishPage,00:50.1,1,,,0,24,,0,0,6,2,4,0,3,4,2,5,3,6,5,5,5,3,6,,,,,,2,2,1,3,3,2,3,1,3,3,2,2,4,1,2,3,3,5,5,47,27,30,1,1,gzsc72gk,,,,,0
25,n55n99ba,x10037,0,8,8,finish,FinishPage,00:50.2,1,,,0,25,,0,1,3,3,4,0,2,4,5,3,2,5,3,5,3,4,6,,,,,,2,2,1,2,2,2,1,1,1,2,2,1,2,1,2,3,2,5,5,47,4,29,1,1,gzsc72gk,,,,,0
26,2dm7ll52,x10039,0,8,8,finish,FinishPage,00:50.4,1,,,0,26,,0,0,6,3,1,0,2,5,2,5,1,4,3,3,5,1,6,,,,,,2,3,3,4,3,1,2,3,4,3,3,4,4,3,3,4,4,10,5,47,27,31,1,1,gzsc72gk,,,,,0
27,iahu6d8c,x10036,0,8,8,finish,FinishPage,00:50.6,1,,,0,27,,0,0,3,5,2,0,3,3,3,4,3,5,4,5,5,5,5,,,,,,3,3,2,3,3,3,3,2,3,4,3,3,4,3,3,3,3,50,5,47,27,29,1,1,gzsc72gk,,,,,0
28,adbfef6d,x10049,0,8,8,finish,FinishPage,00:51.0,1,,,0,28,,0,0,2,2,4,0,2,4,4,6,4,6,4,5,6,4,5,,,,,,3,3,4,2,2,3,3,1,2,3,2,2,4,1,2,2,2,10,5,24,27,29,1,1,gzsc72gk,,,,,0
29,79z1zjbx,x10041,0,8,8,finish,FinishPage,00:51.0,1,,,0,29,,0,0,6,2,4,0,4,4,4,3,4,4,5,5,3,5,2,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,10,5,47,27,29,1,1,gzsc72gk,,,,,0
30,hos70t3q,x10051,0,8,8,finish,FinishPage,00:51.9,1,,,0,30,,0,1,3,7,3,0,5,2,5,4,5,4,5,5,4,4,3,,,,,,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,10,100,24,27,30,1,1,gzsc72gk,,,,,0
31,4gq83n6e,x10047,0,8,8,finish,FinishPage,00:52.2,1,,,0,31,,0,0,6,7,4,0,2,3,3,5,5,4,3,5,6,3,6,,,,,,2,3,3,4,2,2,2,3,4,2,2,3,4,4,3,4,4,5,1,24,27,29,1,1,gzsc72gk,,,,,0
32,v75h3qjj,x10042,0,8,8,finish,FinishPage,00:52.3,1,,,0,32,,0,1,4,3,2,2,2,2,5,4,2,6,6,5,2,6,4,,,,,,2,4,4,4,4,3,3,4,4,4,3,4,4,4,2,4,4,10,100,47,27,29,1,1,gzsc72gk,,,,,0
33,i57zj8nq,x10022,0,8,8,finish,FinishPage,00:52.9,1,,,0,33,,0,0,4,4,1,0,3,3,2,5,3,5,4,5,6,3,6,,,,,,2,2,3,2,2,3,3,3,3,4,2,3,4,2,4,4,3,5,5,47,4,29,1,1,gzsc72gk,,,,,0
34,soqx6hku,x10043,0,8,8,finish,FinishPage,00:53.2,1,,,0,34,,0,1,4,3,3,0,4,4,4,4,4,4,4,3,4,4,4,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,10,100,24,27,30,1,1,gzsc72gk,,,,,0
35,5ezg84vm,x10045,0,8,8,finish,FinishPage,00:53.3,1,,,0,35,,0,0,4,2,4,2,5,3,4,1,5,3,6,5,2,5,3,,,,,,2,2,2,2,3,4,2,2,5,4,2,2,4,4,2,4,2,10,100,47,27,29,1,1,gzsc72gk,,,,,0
36,hd8dq4m7,x10066,0,8,8,finish,FinishPage,00:53.3,1,,,0,36,,0,0,3,2,2,2,1,2,1,5,4,7,4,5,2,5,4,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,10,5,24,27,30,1,1,gzsc72gk,,,,,0
37,m5alqn5o,x10033,0,8,8,finish,FinishPage,00:53.4,1,,,0,37,,0,0,6,4,4,0,4,2,6,2,2,4,7,5,1,6,2,,,,,,2,3,1,4,2,2,3,2,4,3,2,2,2,2,2,2,3,10,5,47,27,29,1,1,gzsc72gk,,,,,0
38,9xjyuzmm,x10028,0,8,8,finish,FinishPage,00:53.5,1,,,0,38,,0,0,5,7,2,0,2,4,6,4,4,5,6,5,3,6,4,,,,,,1,2,2,3,2,2,2,3,3,3,2,2,4,2,1,2,3,10,5,47,27,29,1,1,gzsc72gk,,,,,0
39,yj2x8h3a,x10067,0,1,8,introduction,IntroductionPage,00:54.1,1,,,0,39,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,gzsc72gk,,,,,0
40,8by2r3dc,x10059,0,8,8,finish,FinishPage,00:54.3,1,,,0,40,,0,0,5,4,4,0,3,2,5,4,1,5,5,5,3,5,7,,,,,,2,3,2,4,2,2,4,1,3,4,3,4,4,2,4,4,3,5,5,47,27,29,1,1,gzsc72gk,,,,,0
41,by91e2vi,x10055,0,8,8,finish,FinishPage,00:54.2,1,,,0,41,,0,0,3,4,4,0,3,3,5,6,2,5,4,5,3,5,6,,,,,,2,1,3,1,1,1,1,2,2,2,2,1,4,3,2,3,2,5,5,47,27,29,1,1,gzsc72gk,,,,,0
42,z08a5yyi,x10058,0,6,8,basic,CrtPage,00:54.8,1,,,0,42,,0,0,4,0,1,0,3,2,2,3,3,3,4,5,2,6,3,,,,,,1,1,1,1,1,1,1,2,4,4,1,1,4,2,1,1,1,,,,,,1,1,gzsc72gk,,,,,0
43,82d6a23g,x10070,0,8,8,finish,FinishPage,00:55.0,1,,,0,43,,0,0,2,4,4,2,5,3,4,5,4,4,5,5,3,4,4,,,,,,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,5,20,6,3,5,1,1,gzsc72gk,,,,,0
44,i8r6n7c7,x10052,0,8,8,finish,FinishPage,00:55.3,1,,,0,44,,0,0,5,2,5,0,4,2,6,1,4,4,6,5,2,6,2,,,,,,1,1,1,2,2,1,1,1,2,2,1,1,4,2,1,2,2,5,4,46,27,29,1,1,gzsc72gk,,,,,0
45,7nyaed9i,x10004,0,8,8,finish,FinishPage,00:56.3,1,,,0,45,,0,1,2,3,4,0,1,7,1,7,1,1,1,5,7,1,1,,,,,,3,3,1,3,3,4,4,1,3,5,5,4,4,3,4,5,3,5,5,47,27,29,1,1,gzsc72gk,,,,,0
46,spyy1wj1,x10014,0,8,8,finish,FinishPage,00:56.6,1,,,0,46,,0,1,3,4,1,0,1,1,6,7,5,6,5,5,3,5,3,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,5,5,47,27,29,1,1,gzsc72gk,,,,,0
47,2y7laeif,x10064,0,8,8,finish,FinishPage,00:56.8,1,,,0,47,,0,1,5,4,3,2,2,3,3,5,4,4,4,5,3,3,3,,,,,,2,3,2,2,2,2,2,2,3,3,2,2,4,2,2,3,2,10,100,47,9,29,1,1,gzsc72gk,,,,,0
48,67nncarl,x10018,0,8,8,finish,FinishPage,00:56.9,1,,,0,48,,0,0,4,2,4,2,3,2,6,6,4,3,6,5,4,4,4,,,,,,1,3,2,2,1,2,1,2,3,2,3,3,4,3,2,4,1,5,5,47,27,29,1,1,gzsc72gk,,,,,0
49,n16nst5q,x10062,0,8,8,finish,FinishPage,00:57.3,1,,,0,49,,0,0,3,2,0,2,2,5,2,6,5,7,5,5,7,2,6,,,,,,1,3,2,2,1,2,2,2,2,2,1,2,4,2,2,2,2,10,100,24,27,29,1,1,gzsc72gk,,,,,0
50,owxov5rz,x10076,0,4,8,basic,BigFivePage,00:58.3,1,,,0,50,,0,0,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,gzsc72gk,,,,,0
51,kh0ay6gb,x10063,0,8,8,finish,FinishPage,00:58.6,1,,,0,51,,0,0,4,4,1,2,1,5,1,7,2,7,2,5,3,2,6,,,,,,2,2,4,2,2,1,1,4,1,1,1,1,4,5,1,5,5,10,5,24,27,30,1,1,gzsc72gk,,,,,0
52,amwspnv7,x10040,0,8,8,finish,FinishPage,00:58.8,1,,,0,52,,0,0,6,3,1,0,5,4,4,5,5,5,5,3,4,3,3,,,,,,4,3,4,4,3,3,3,3,2,4,3,4,4,4,2,4,4,10,5,24,27,30,1,1,gzsc72gk,,,,,0
53,exn36wl8,x10073,0,6,8,basic,CrtPage,00:59.0,1,,,0,53,,0,1,3,1,1,0,1,2,4,5,2,6,5,5,3,3,5,,,,,,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,,,,,,1,1,gzsc72gk,,,,,0
54,salr4uu8,x10005,0,8,8,finish,FinishPage,00:59.6,1,,,0,54,,0,0,4,2,5,0,1,7,2,7,4,1,4,5,7,1,1,,,,,,5,5,2,5,5,2,5,2,5,5,5,4,4,3,5,5,5,5,5,47,27,29,1,1,gzsc72gk,,,,,0
55,4y8rtsdj,x10074,0,8,8,finish,FinishPage,00:59.6,1,,,0,55,,0,0,4,7,1,0,3,5,3,5,4,4,5,5,4,3,4,,,,,,3,4,1,4,3,3,3,1,4,5,4,4,4,3,5,5,5,5,5,47,4,29,1,1,gzsc72gk,,,,,0
56,o7sakak5,x10029,0,8,8,finish,FinishPage,01:00.1,1,,,0,56,,0,0,5,4,4,2,1,5,6,2,4,6,5,5,2,7,5,,,,,,1,1,1,1,1,4,2,4,2,1,3,1,4,3,3,4,2,5,5,47,27,29,1,1,gzsc72gk,,,,,0
57,658x2swr,x10081,0,8,8,finish,FinishPage,01:00.8,1,,,0,57,,0,1,4,4,1,2,3,1,1,7,1,6,5,5,6,1,6,,,,,,4,4,5,3,4,4,4,4,3,4,4,4,4,3,4,4,4,10,100,24,27,29,1,1,gzsc72gk,,,,,0
58,tcjfl5qe,x10072,0,8,8,finish,FinishPage,01:01.2,1,,,0,58,,0,1,2,7,4,0,3,3,4,4,3,5,4,5,4,4,5,,,,,,1,3,3,2,2,2,1,2,3,3,2,2,4,3,2,3,4,5,5,47,27,29,1,1,gzsc72gk,,,,,0
59,k3fwsws6,x10075,0,8,8,finish,FinishPage,01:01.1,1,,,0,59,,0,0,3,2,1,0,3,5,4,5,5,4,3,5,5,3,4,,,,,,3,4,4,4,4,4,4,3,3,3,5,4,4,3,3,4,5,10,100,96,27,29,1,1,gzsc72gk,,,,,0
60,d8ykij9t,x10078,0,8,8,finish,FinishPage,01:01.6,1,,,0,60,,0,0,3,7,4,2,1,2,4,4,2,6,5,5,4,5,7,,,,,,1,2,1,1,1,1,1,1,1,3,1,1,4,1,1,3,1,5,5,6,27,29,1,1,gzsc72gk,,,,,0
61,3qv11pjb,x10079,0,8,8,finish,FinishPage,01:02.9,1,,,0,61,,0,0,4,2,4,2,7,1,7,1,1,1,7,5,1,7,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,10,100,24,27,29,1,1,gzsc72gk,,,,,0
62,oazzlotj,x10053,0,8,8,finish,FinishPage,01:06.1,1,,,0,62,,0,0,4,2,4,2,3,3,4,3,5,3,5,5,5,5,5,,,,,,2,3,4,4,3,2,2,4,3,2,2,2,4,2,2,2,4,10,5,47,27,29,1,1,gzsc72gk,,,,,0
63,7unlqrsq,x10086,0,8,8,finish,FinishPage,01:10.4,1,,,0,63,,0,1,3,3,4,0,1,2,2,7,3,7,4,5,5,6,4,,,,,,2,2,2,2,2,2,2,3,3,2,3,2,4,3,2,3,2,5,5,47,4,29,1,1,gzsc72gk,,,,,0
64,0ljhb0sd,x10077,0,8,8,finish,FinishPage,01:10.5,1,,,0,64,,0,0,2,2,1,2,4,4,4,6,5,4,4,5,5,4,6,,,,,,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,10,5,47,27,30,1,1,gzsc72gk,,,,,0
65,d9o52myi,x10089,0,8,8,finish,FinishPage,01:11.3,1,,,0,65,,0,1,2,2,4,2,2,3,3,7,4,5,4,5,6,3,6,,,,,,2,4,2,3,3,4,2,3,3,3,2,3,4,3,3,2,2,10,100,24,27,30,1,1,gzsc72gk,,,,,0
66,f6dm0k2w,x10082,0,8,8,finish,FinishPage,01:11.5,1,,,0,66,,0,0,4,4,5,0,3,3,5,6,4,5,6,5,4,5,4,,,,,,4,3,2,3,3,2,2,2,2,3,2,3,4,2,2,3,2,5,5,47,27,29,1,1,gzsc72gk,,,,,0
67,r8s7hpph,x10054,0,8,8,finish,FinishPage,01:12.7,1,,,0,67,,0,0,4,4,1,0,1,5,3,7,5,5,3,5,5,5,5,,,,,,2,4,1,4,2,2,4,2,4,4,4,4,4,4,4,4,4,5,5,47,27,29,1,1,gzsc72gk,,,,,0
68,r2ladjjh,x10087,0,8,8,finish,FinishPage,01:13.3,1,,,0,68,,0,0,2,7,2,2,3,1,4,1,1,5,5,5,4,5,4,,,,,,1,1,1,1,2,1,1,1,1,1,1,1,4,2,1,1,1,205,5,47,27,29,1,1,gzsc72gk,,,,,0
69,yslq37rr,x10085,0,8,8,finish,FinishPage,01:13.9,1,,,0,69,,0,0,3,0,4,0,7,1,7,5,5,1,6,5,3,6,3,,,,,,1,2,1,4,4,3,4,1,1,5,2,2,4,2,2,1,3,5,5,47,27,29,1,1,gzsc72gk,,,,,0
70,kzzzwtvt,x10088,0,8,8,finish,FinishPage,01:15.0,1,,,0,70,,0,0,3,0,4,0,7,1,7,1,7,1,7,5,1,7,1,,,,,,1,2,2,1,1,1,1,3,4,5,2,1,4,5,2,5,1,5,5,47,27,29,1,1,gzsc72gk,,,,,0
71,a1di0dgk,x10091,0,1,8,introduction,IntroductionPage,01:16.3,1,,,0,71,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,gzsc72gk,,,,,0
72,v5ywn7w2,x10090,0,1,8,introduction,IntroductionPage,01:16.4,1,,,0,72,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,gzsc72gk,,,,,0
73,093ev819,x10020,0,8,8,finish,FinishPage,01:16.7,1,,,0,73,,0,0,4,7,4,2,5,4,3,5,3,5,6,3,3,5,5,,,,,,2,2,3,4,3,2,3,4,3,5,3,3,4,4,3,3,2,10,5,47,27,30,1,1,gzsc72gk,,,,,0
74,ufxtp9v2,x10093,0,8,8,finish,FinishPage,01:17.4,1,,,0,74,,0,1,2,2,1,2,1,1,3,5,1,6,6,5,1,4,4,,,,,,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,4,3,10,100,24,27,30,1,1,gzsc72gk,,,,,0
75,5mdlkdsp,x10046,0,8,8,finish,FinishPage,01:17.6,1,,,0,75,,0,1,3,2,1,1,1,2,3,3,3,5,4,5,4,4,5,,,,,,1,1,1,1,1,1,1,1,4,2,2,3,4,2,1,2,1,10,1,47,27,31,1,1,gzsc72gk,,,,,0
76,vlmpxaod,x10065,0,8,8,finish,FinishPage,01:18.5,1,,,0,76,,0,0,5,4,4,0,2,3,3,5,4,6,4,5,5,3,7,,,,,,1,1,1,1,1,1,1,1,3,3,1,1,4,1,1,2,2,5,5,47,2,30,1,1,gzsc72gk,,,,,0
77,6ohse9we,x10025,0,8,8,finish,FinishPage,01:20.7,1,,,0,77,,0,0,4,2,4,0,2,4,5,4,1,4,4,5,3,4,7,,,,,,1,1,1,2,3,3,1,2,1,4,3,1,4,3,3,5,2,10,5,47,27,29,1,1,gzsc72gk,,,,,0
78,d7pq9ksk,x10016,0,8,8,finish,FinishPage,01:20.1,1,,,0,78,,0,0,4,2,1,2,5,1,5,7,5,3,7,5,3,3,3,,,,,,1,1,2,2,2,1,1,3,4,1,2,1,4,3,2,1,3,5,5,47,27,29,1,1,gzsc72gk,,,,,0
79,h1wt0bma,x10096,0,8,8,finish,FinishPage,01:22.4,1,,,0,79,,0,0,4,2,2,0,2,3,2,6,3,5,2,5,6,2,7,,,,,,1,1,1,2,1,1,2,2,3,3,1,1,4,2,3,3,2,5,100,47,27,29,1,1,gzsc72gk,,,,,0
80,a5hmfb8k,x10094,0,8,8,finish,FinishPage,01:23.9,1,,,0,80,,0,0,4,0,4,2,2,3,3,6,4,5,5,5,6,5,6,,,,,,1,1,2,2,2,1,1,2,4,3,3,2,4,3,2,4,2,5,5,47,27,29,1,1,gzsc72gk,,,,,0
81,kcnz419v,x10097,0,8,8,finish,FinishPage,01:24.5,1,,,0,81,,0,0,4,2,2,2,4,4,4,4,4,4,4,5,3,4,3,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,100,24,27,30,1,1,gzsc72gk,,,,,0
82,s8w0i9fg,x10095,0,8,8,finish,FinishPage,01:26.3,1,,,0,82,,0,0,4,2,4,2,3,3,3,5,4,4,5,5,4,5,5,,,,,,1,3,2,2,2,1,2,3,3,2,1,1,4,2,1,1,2,5,5,47,27,29,1,1,gzsc72gk,,,,,0
83,zyq6l5ke,x10006,0,8,8,finish,FinishPage,01:28.7,1,,,0,83,,0,0,5,2,1,0,4,4,4,4,4,4,4,5,3,4,4,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,5,5,47,27,29,1,1,gzsc72gk,,,,,0
84,yv34wolp,x10099,0,8,8,finish,FinishPage,01:30.2,1,,,0,84,,0,0,4,2,4,2,5,3,5,2,6,3,5,5,3,5,2,,,,,,4,2,2,4,4,2,2,4,3,4,3,2,4,2,4,5,4,5,5,47,27,29,1,1,gzsc72gk,,,,,0
85,7vgpj4w7,x10098,0,8,8,finish,FinishPage,01:34.0,1,,,0,85,,0,0,4,2,1,2,3,1,5,3,1,6,7,5,1,6,4,,,,,,3,4,4,5,4,3,4,5,5,4,4,4,4,3,5,4,5,10,100,24,27,30,1,1,gzsc72gk,,,,,0
86,mf15bcm4,x10101,0,8,8,finish,FinishPage,01:32.6,1,,,0,86,,0,0,3,7,2,2,1,4,4,5,3,7,5,5,4,4,7,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,10,100,48,27,30,1,1,gzsc72gk,,,,,0
87,ektmdfmv,x10100,0,8,8,finish,FinishPage,01:32.8,1,,,0,87,,0,0,4,3,4,0,2,5,6,6,2,5,6,5,2,5,6,,,,,,1,2,1,2,2,1,2,1,2,2,1,2,4,2,2,2,2,5,5,24,27,29,1,1,gzsc72gk,,,,,0
88,qrf7c91e,x10102,0,8,8,finish,FinishPage,01:36.3,1,,,0,88,,0,1,4,2,1,2,6,3,4,5,5,1,5,5,5,4,3,,,,,,2,2,3,1,3,1,2,3,3,3,2,2,4,3,2,3,1,5,5,47,27,29,1,1,gzsc72gk,,,,,0
89,1apurcya,x10104,0,8,8,finish,FinishPage,01:36.9,1,,,0,89,,0,1,5,3,2,2,2,2,3,6,4,5,5,5,5,3,5,,,,,,1,1,1,1,1,1,1,2,1,1,1,1,4,2,1,1,1,10,5,47,27,29,1,1,gzsc72gk,,,,,0
90,hwx6pl0g,x10103,0,8,8,finish,FinishPage,01:38.0,1,,,0,90,,0,0,3,2,4,0,3,3,5,3,5,5,5,5,3,5,3,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,47,27,29,1,1,gzsc72gk,,,,,0
91,xaxw61vb,x10106,0,8,8,finish,FinishPage,01:42.5,1,,,0,91,,0,1,6,5,1,2,4,2,4,5,3,4,5,5,4,4,4,,,,,,2,3,2,2,2,2,2,2,3,3,1,3,4,2,2,3,2,10,100,24,27,30,1,1,gzsc72gk,,,,,0
